0,0,710231.9085,2022123.522
7106.352519,0,102055.8276,354537.0537
20616.88225,404.6493953,176149.3962,592872.1168
3777.364762,0,79762.22059,279805.9744
60718.70631,0,14628.7823,490272.8517
834.1504266,1.265160048,29513.291,312347.1688
8397.339893,0,8947.155529,560387.8296
151796.7658,0,36571.95574,335363.5788
2085.376067,0,73783.22749,239939.8332
20993.34973,0,22367.88882,107225.2448
17622.06226,79.53374423,-94865.77041,186722.3387
12133.67393,0.19997831,294961.2311,1023674.143
2036.731392,3.004077289,414449.2074,1086787.126
24343.48735,0,-24681.31172,243265.6288
16367.87564,0,2314.265256,102747.5033
13189.05188,0,88417.57385,364557.9026
0,0,0,2006.134451
14997.3648,0,-70973.75035,67335.29963
1233.036761,0,-458006.0433,522758.1464
22304.64097,0,-269511.9952,567150.8755
84106.64304,0,-171860.5134,57284.40444
14477.07827,0.900988444,-5616.176171,33269.22133
17924.50524,84.62681924,-300818.0453,532003.2072
26236.3997,1.954849513,-107497.2029,86808.71917
8292.859591,1537.869052,225.1526385,593688.5787
5095.000958,1.017877214,-28242.45638,35801.56453
17044.67112,6.250699723,-2556.694651,65340.54479
439.9170607,0.848746766,378.1395622,44276.98822
11416.69372,3.173203658,0,207749.4906
20035.26113,3.292905817,456.7582706,1276761.894
1199.196988,221.7151094,101929.6091,3355418.549
0,95.88057977,0,971282.5036
25743.60799,381.3500013,0,1791469.123
15722.80495,0,0,3096.801405
1636.999062,0,0,3876.617213
145.9340249,0,0,1089.368042
78.25447714,0,0,113375.0025
11095.21587,1.489870662,0,163286.4197
41073.02557,13.53426362,0,271476.3134
23313.48923,5.588638961,0,794172.4606
2292.644682,0,0,1230058.267
14944.49015,2.896381835,0,364635.6811
19032.75783,2.280212624,358.7994106,319611.2368
2988.89803,0.579276367,0,1040514.609
458.5289364,0,0,260447.4793
41073.02557,13.53426362,0,221823.0576
